Gene stable ID	Transcript stable ID	NCBI gene (formerly Entrezgene) ID	Gene name
ENSG00000263163	ENST00000574182	11000	SLC27A3
ENSG00000263163	ENST00000573411	11000	SLC27A3
ENSG00000263163	ENST00000575532	11000	SLC27A3
ENSG00000263163	ENST00000576109	11000	SLC27A3
ENSG00000263163	ENST00000573508	11000	SLC27A3
ENSG00000263163	ENST00000574381	11000	SLC27A3
ENSG00000277356	ENST00000618987	3802	KIR2DL1
ENSG00000274786	ENST00000610861	115653	KIR3DL3
ENSG00000273752	ENST00000615903		U6
ENSG00000281954	ENST00000633215		
ENSG00000274438	ENST00000612182	100132285	KIR2DS2
ENSG00000278025	ENST00000618798	9437	NCR1
ENSG00000278025	ENST00000622262	9437	NCR1
ENSG00000278025	ENST00000615417	9437	NCR1
ENSG00000278025	ENST00000619741	9437	NCR1
ENSG00000278025	ENST00000612994	9437	NCR1
ENSG00000278025	ENST00000618725	9437	NCR1
ENSG00000278025	ENST00000620721	9437	NCR1
ENSG00000278025	ENST00000613253	9437	NCR1
ENSG00000277193	ENST00000614513	3808	KIR2DS3
ENSG00000276254	ENST00000615390	3809	KIR2DS4
ENSG00000276392	ENST00000617974	57292	KIR2DL5A
ENSG00000273502	ENST00000610437	115653	KIR3DL3
ENSG00000273502	ENST00000620851	115653	KIR3DL3
ENSG00000276212	ENST00000613103		KIR3DP1
ENSG00000276212	ENST00000619969		KIR3DP1
ENSG00000276099	ENST00000611813		LILRP1
ENSG00000273578	ENST00000612594	3803	KIR2DL2
ENSG00000276498	ENST00000620926	3813	KIR3DS1
ENSG00000276498	ENST00000621225	3813	KIR3DS1
ENSG00000274465	ENST00000620498	3813	KIR3DS1
ENSG00000274465	ENST00000620611	3813	KIR3DS1
ENSG00000278271	ENST00000615970	3805	KIR2DL4
ENSG00000277596	ENST00000612095	115653	KIR3DL3
ENSG00000275059	ENST00000620392		
ENSG00000276218	ENST00000611207	3804	KIR2DL3
ENSG00000274563	ENST00000619788	3810	KIR2DS5
ENSG00000275321	ENST00000622720		
ENSG00000280428	ENST00000624329		BNIP3P24
ENSG00000278625	ENST00000616830		U6
ENSG00000280030	ENST00000623538		
ENSG00000276552	ENST00000610987		U6
ENSG00000277362	ENST00000613053	3805	KIR2DL4
ENSG00000275050	ENST00000615930	7617	ZNF66
ENSG00000275050	ENST00000623857	7617	ZNF66
ENSG00000275050	ENST00000452874	7617	ZNF66
ENSG00000274947	ENST00000619771	3809	KIR2DS4
ENSG00000276243	ENST00000619394	79166	LILRP2
ENSG00000276243	ENST00000615630	79166	LILRP2
ENSG00000278432	ENST00000611341		
ENSG00000276731	ENST00000613410	3803	KIR2DL2
ENSG00000277750	ENST00000614653	3805	KIR2DL4
ENSG00000277894	ENST00000613274		LILRP1
ENSG00000276279	ENST00000620570		KIR2DP1
ENSG00000274082	ENST00000617877		
ENSG00000275168	ENST00000612589		U6
ENSG00000276177	ENST00000621304	57292	KIR2DL5A
ENSG00000275051	ENST00000613226	9271	PIWIL1
ENSG00000275051	ENST00000632888	9271	PIWIL1
ENSG00000275051	ENST00000634077	9271	PIWIL1
ENSG00000275051	ENST00000633272	9271	PIWIL1
ENSG00000275051	ENST00000633252	9271	PIWIL1
ENSG00000275051	ENST00000634115	9271	PIWIL1
ENSG00000275051	ENST00000633042	9271	PIWIL1
ENSG00000275051	ENST00000631528	9271	PIWIL1
ENSG00000275051	ENST00000631714	9271	PIWIL1
ENSG00000275262	ENST00000615308	3812	KIR3DL2
ENSG00000275262	ENST00000613109	3812	KIR3DL2
ENSG00000274394	ENST00000613587	115653	KIR3DL3
ENSG00000262994	ENST00000576223		
ENSG00000275629	ENST00000616438	3812	KIR3DL2
ENSG00000275629	ENST00000622784	3812	KIR3DL2
ENSG00000269823	ENST00000599578		
ENSG00000262710	ENST00000570889		Y_RNA
ENSG00000262469	ENST00000573630		Y_RNA
ENSG00000276295	ENST00000578047		Metazoa_SRP
ENSG00000275531	ENST00000583838		Metazoa_SRP
ENSG00000262573	ENST00000571104	83899	KRTAP9-2
ENSG00000263115	ENST00000573261		KRTAP9-10P
ENSG00000278833	ENST00000617437		
ENSG00000278833	ENST00000614022		
ENSG00000262896	ENST00000570861	85280	KRTAP9-4
ENSG00000263263	ENST00000576511	100507608	KRTAP9-6
ENSG00000278277	ENST00000611199		
ENSG00000277850	ENST00000620455	3805	KIR2DL4
ENSG00000277850	ENST00000612364	3805	KIR2DL4
ENSG00000277850	ENST00000615139	3805	KIR2DL4
ENSG00000277850	ENST00000622322	3805	KIR2DL4
ENSG00000277850	ENST00000619802	3805	KIR2DL4
ENSG00000277630	ENST00000616049	100288966	
ENSG00000277630	ENST00000616157	100288966	
ENSG00000276994	ENST00000618313		
ENSG00000262221	ENST00000573531	100505724	KRTAP9-7
ENSG00000278692	ENST00000618870	3803	KIR2DL2
ENSG00000262542	ENST00000574737	100533177	KRTAP29-1
ENSG00000262214	ENST00000576740		KRTAP9-12P
ENSG00000262946	ENST00000575382		KRTAP9-11P
ENSG00000262594	ENST00000570825	81870	KRTAP9-9
ENSG00000280579	ENST00000628242		
ENSG00000280579	ENST00000628929		
ENSG00000280579	ENST00000625804		
ENSG00000275735	ENST00000618364	100132285	KIR2DS2
ENSG00000273546	ENST00000615082		LILRP1
ENSG00000275782	ENST00000620701		U6
ENSG00000280708	ENST00000631218		
ENSG00000280708	ENST00000627364		
ENSG00000280708	ENST00000629424		
ENSG00000281416	ENST00000631158		
ENSG00000275974	ENST00000369222	728945	PPIAL4F
ENSG00000276512	ENST00000614232	79166	LILRP2
ENSG00000276512	ENST00000613877	79166	LILRP2
ENSG00000281763	ENST00000630168	170506	DHX36
ENSG00000281763	ENST00000629736	170506	DHX36
ENSG00000281763	ENST00000627269	170506	DHX36
ENSG00000281763	ENST00000630672	170506	DHX36
ENSG00000281763	ENST00000626678	170506	DHX36
ENSG00000281763	ENST00000630536	170506	DHX36
ENSG00000281763	ENST00000630381	170506	DHX36
ENSG00000281763	ENST00000628280	170506	DHX36
ENSG00000280460	ENST00000628905		
ENSG00000274254	ENST00000618713	115653	KIR3DL3
ENSG00000282534	ENST00000633711		IMPDH1P5
ENSG00000274574	ENST00000614774		U1
ENSG00000273990	ENST00000621107		RNVU1-26
ENSG00000273757	ENST00000619524	6063	RNVU1-2A
ENSG00000274429	ENST00000632221	9231	DLG5
ENSG00000274429	ENST00000631962	9231	DLG5
ENSG00000274429	ENST00000614211	9231	DLG5
ENSG00000274429	ENST00000633777	9231	DLG5
ENSG00000274429	ENST00000632417	9231	DLG5
ENSG00000274429	ENST00000633108	9231	DLG5
ENSG00000274429	ENST00000631633	9231	DLG5
ENSG00000274429	ENST00000632914	9231	DLG5
ENSG00000274429	ENST00000632604	9231	DLG5
ENSG00000274429	ENST00000631849	9231	DLG5
ENSG00000273666	ENST00000619767	79166	LILRP2
ENSG00000273666	ENST00000621852	79166	LILRP2
ENSG00000274763	ENST00000611663	115653	KIR3DL3
ENSG00000274912	ENST00000619180		KIR2DP1
ENSG00000278691	ENST00000621459		KIR3DP1
ENSG00000278691	ENST00000614421		KIR3DP1
ENSG00000277560	ENST00000619663		KIR3DP1
ENSG00000276395	ENST00000617469	3809	KIR2DS4
ENSG00000275522	ENST00000613465	3802	KIR2DL1
ENSG00000275522	ENST00000616631	3802	KIR2DL1
ENSG00000275416	ENST00000621155	3812	KIR3DL2
ENSG00000275416	ENST00000612733	3812	KIR3DL2
ENSG00000276882	ENST00000610587	3812	KIR3DL2
ENSG00000276882	ENST00000622574	3812	KIR3DL2
ENSG00000276310	ENST00000610627	3802	KIR2DL1
ENSG00000276465	ENST00000615270	3809	KIR2DS4
ENSG00000274623	ENST00000612176		U6
ENSG00000277392	ENST00000615880	115653	KIR3DL3
ENSG00000278793	ENST00000616468		U6
ENSG00000278758	ENST00000613891	3812	KIR3DL2
ENSG00000278758	ENST00000612018	3812	KIR3DL2
ENSG00000277101	ENST00000630534	26084	ARHGEF26
ENSG00000277101	ENST00000629129	26084	ARHGEF26
ENSG00000277101	ENST00000630729	26084	ARHGEF26
ENSG00000277101	ENST00000614308	26084	ARHGEF26
ENSG00000277101	ENST00000618535	26084	ARHGEF26
ENSG00000281738	ENST00000629443		LINC01839
ENSG00000274692	ENST00000617247	3802	KIR2DL1
ENSG00000281250	ENST00000629872	105374250	LINC02054
ENSG00000281250	ENST00000626552	105374250	LINC02054
ENSG00000277153	ENST00000620122		RNU6-222P
ENSG00000273670	ENST00000612586		LILRP1
ENSG00000274476	ENST00000618879		KIR2DP1
ENSG00000274971	ENST00000622568		
ENSG00000277456	ENST00000619623		
ENSG00000275731	ENST00000614639	3809	KIR2DS4
ENSG00000275353	ENST00000617825	3809	KIR2DS4
ENSG00000278606	ENST00000621031	3805	KIR2DL4
ENSG00000278606	ENST00000619882	3805	KIR2DL4
ENSG00000278606	ENST00000618501	3805	KIR2DL4
ENSG00000278606	ENST00000622770	3805	KIR2DL4
ENSG00000278606	ENST00000618640	3805	KIR2DL4
ENSG00000275623	ENST00000617790	3804	KIR2DL3
ENSG00000275062	ENST00000618993	115653	KIR3DL3
ENSG00000277442	ENST00000614976	9437	NCR1
ENSG00000277442	ENST00000616747	9437	NCR1
ENSG00000277442	ENST00000611120	9437	NCR1
ENSG00000277642	ENST00000621753		U6
ENSG00000278809	ENST00000611608	3812	KIR3DL2
ENSG00000278809	ENST00000622579	3812	KIR3DL2
ENSG00000277028	ENST00000622043	115653	KIR3DL3
ENSG00000281775	ENST00000628700	10841	FTCD
ENSG00000281775	ENST00000628009	10841	FTCD
ENSG00000281775	ENST00000628259	10841	FTCD
ENSG00000281775	ENST00000625846	10841	FTCD
ENSG00000281775	ENST00000625714	10841	FTCD
ENSG00000281775	ENST00000628730	10841	FTCD
ENSG00000281775	ENST00000625428	10841	FTCD
ENSG00000281775	ENST00000629394	10841	FTCD
ENSG00000281775	ENST00000631005	10841	FTCD
ENSG00000281775	ENST00000626208	10841	FTCD
ENSG00000281513	ENST00000631207		
ENSG00000281081	ENST00000629915		
ENSG00000281464	ENST00000626713		
ENSG00000281464	ENST00000626777		
ENSG00000281464	ENST00000631367		
ENSG00000280830	ENST00000627048	55256	ADI1
ENSG00000267728	ENST00000592900	81870	KRTAP9-9
ENSG00000267728	ENST00000617040	81870	KRTAP9-9
ENSG00000281048	ENST00000629341		
ENSG00000281048	ENST00000629063		
ENSG00000281048	ENST00000629367		
ENSG00000281048	ENST00000627521		
ENSG00000274891	ENST00000631231	51112	TRAPPC12
ENSG00000274891	ENST00000618133	51112	TRAPPC12
ENSG00000274891	ENST00000628660	51112	TRAPPC12
ENSG00000274891	ENST00000631083	51112	TRAPPC12
ENSG00000274891	ENST00000627360	51112	TRAPPC12
ENSG00000274891	ENST00000630734	51112	TRAPPC12
ENSG00000274891	ENST00000631737	51112	TRAPPC12
ENSG00000263090	ENST00000572513	83899	KRTAP9-2
ENSG00000262512	ENST00000575341	85280	KRTAP9-4
ENSG00000262749	ENST00000571096	83900	KRTAP9-3
ENSG00000276808	ENST00000610371		
ENSG00000275495	ENST00000630275		
ENSG00000275495	ENST00000622006		
ENSG00000275495	ENST00000629524		
ENSG00000275495	ENST00000630067		
ENSG00000275495	ENST00000625302		
ENSG00000275495	ENST00000628304		
ENSG00000275495	ENST00000626652		
ENSG00000275495	ENST00000631240		
ENSG00000275495	ENST00000630210		
ENSG00000275495	ENST00000629731		
ENSG00000275495	ENST00000625411		
ENSG00000275495	ENST00000628884		
ENSG00000275495	ENST00000628556		
ENSG00000263103	ENST00000570916		KRTAP9-10P
ENSG00000278190	ENST00000614042		U6
ENSG00000267635	ENST00000574248	100507608	
ENSG00000278368	ENST00000620062	3811	KIR3DL1
ENSG00000278368	ENST00000614464	3811	KIR3DL1
ENSG00000267208	ENST00000593170		
ENSG00000262218	ENST00000576125	100533177	KRTAP29-1
ENSG00000276084	ENST00000618394	115653	KIR3DL3
ENSG00000281157	ENST00000630099	100507524	ARHGEF26-AS1
ENSG00000281157	ENST00000628445	100507524	ARHGEF26-AS1
ENSG00000281157	ENST00000631209	100507524	ARHGEF26-AS1
ENSG00000281157	ENST00000629571	100507524	ARHGEF26-AS1
ENSG00000280770	ENST00000630900		
ENSG00000281723	ENST00000629827		
ENSG00000281020	ENST00000629200	54221	SNTG2
ENSG00000281020	ENST00000627321	54221	SNTG2
ENSG00000281020	ENST00000625507	54221	SNTG2
ENSG00000281020	ENST00000630403	54221	SNTG2
ENSG00000281753	ENST00000629707		
ENSG00000280541	ENST00000630590	100861507	FTCD-AS1
ENSG00000277982	ENST00000620485	3812	KIR3DL2
ENSG00000277982	ENST00000615608	3812	KIR3DL2
ENSG00000278116	ENST00000621273	57292	KIR2DL5A
ENSG00000281289	ENST00000630343	4047	LSS
ENSG00000281289	ENST00000626535	4047	LSS
ENSG00000281289	ENST00000630761	4047	LSS
ENSG00000281289	ENST00000627118	4047	LSS
ENSG00000281289	ENST00000630702	4047	LSS
ENSG00000281289	ENST00000625576	4047	LSS
ENSG00000281289	ENST00000625491	4047	LSS
ENSG00000281289	ENST00000625682	4047	LSS
ENSG00000281289	ENST00000625922	4047	LSS
ENSG00000275500	ENST00000620545	102725023	
ENSG00000276327	ENST00000611996	3806	KIR2DS1
ENSG00000275637	ENST00000617741	9437	NCR1
ENSG00000275637	ENST00000615158	9437	NCR1
ENSG00000275637	ENST00000617565	9437	NCR1
ENSG00000275637	ENST00000616589	9437	NCR1
ENSG00000275637	ENST00000622620	9437	NCR1
ENSG00000275637	ENST00000611792	9437	NCR1
ENSG00000275637	ENST00000614704	9437	NCR1
ENSG00000275637	ENST00000616564	9437	NCR1
ENSG00000278495	ENST00000622463	3802	KIR2DL1
ENSG00000278495	ENST00000611849	3802	KIR2DL1
ENSG00000277603	ENST00000630089	7173	TPO
ENSG00000277603	ENST00000629774	7173	TPO
ENSG00000277603	ENST00000627010	7173	TPO
ENSG00000277603	ENST00000627917	7173	TPO
ENSG00000277603	ENST00000628844	7173	TPO
ENSG00000277603	ENST00000625313	7173	TPO
ENSG00000277603	ENST00000625793	7173	TPO
ENSG00000277603	ENST00000626753	7173	TPO
ENSG00000277603	ENST00000626995	7173	TPO
ENSG00000277603	ENST00000630235	7173	TPO
ENSG00000277603	ENST00000628333	7173	TPO
ENSG00000277603	ENST00000629421	7173	TPO
ENSG00000277603	ENST00000617910	7173	TPO
ENSG00000277603	ENST00000622050	7173	TPO
ENSG00000277603	ENST00000613631	7173	TPO
ENSG00000274597	ENST00000613962		U6
ENSG00000281149	ENST00000627840		
ENSG00000274708	ENST00000610860		U6
ENSG00000280986	ENST00000629950	101929374	LINC01659
ENSG00000280986	ENST00000626293	101929374	LINC01659
ENSG00000274681	ENST00000617540		SUDS3P1
ENSG00000281076	ENST00000627412		ZDHHC8P1
ENSG00000281076	ENST00000625544		ZDHHC8P1
ENSG00000281076	ENST00000631262		ZDHHC8P1
ENSG00000281076	ENST00000629569		ZDHHC8P1
ENSG00000281076	ENST00000625952		ZDHHC8P1
ENSG00000280635	ENST00000629850	5626	PROP1
ENSG00000282469	ENST00000633220	64735	LINC00254
ENSG00000282469	ENST00000633134	64735	LINC00254
ENSG00000276333	ENST00000293937	64711	HS3ST6
ENSG00000282480	ENST00000632047		
ENSG00000282766	ENST00000631514		
ENSG00000282650	ENST00000632442	254528	MEIOB
ENSG00000282650	ENST00000632201	254528	MEIOB
ENSG00000282650	ENST00000631788	254528	MEIOB
ENSG00000280839	ENST00000631298		CES5AP1
ENSG00000280839	ENST00000628335		CES5AP1
ENSG00000280839	ENST00000631219		CES5AP1
ENSG00000280839	ENST00000627554		CES5AP1
ENSG00000280839	ENST00000627655		CES5AP1
ENSG00000282069	ENST00000632534	105371048	LINC02124
ENSG00000278140	ENST00000618624		U6
ENSG00000263057	ENST00000576098	54474	KRT20
ENSG00000263057	ENST00000575828	54474	KRT20
ENSG00000281651	ENST00000628634		KCNQ2-AS1
ENSG00000275351	ENST00000621713	3809	KIR2DS4
ENSG00000282103	ENST00000632928	9228	DLGAP2
ENSG00000282103	ENST00000633950	9228	DLGAP2
ENSG00000282103	ENST00000633407	9228	DLGAP2
ENSG00000281374	ENST00000630102		
ENSG00000281374	ENST00000630939		
ENSG00000281374	ENST00000629561		
ENSG00000274657	ENST00000610688	388882	FAM230I
ENSG00000282347	ENST00000632070		
ENSG00000282245	ENST00000634082	401442	
ENSG00000276625	ENST00000616302	3802	KIR2DL1
ENSG00000276625	ENST00000618563	3802	KIR2DL1
ENSG00000281151	ENST00000630933	3785	KCNQ2
ENSG00000281151	ENST00000628732	3785	KCNQ2
ENSG00000281151	ENST00000629338	3785	KCNQ2
ENSG00000281151	ENST00000628790	3785	KCNQ2
ENSG00000281151	ENST00000628544	3785	KCNQ2
ENSG00000281151	ENST00000627948	3785	KCNQ2
ENSG00000281151	ENST00000627416	3785	KCNQ2
ENSG00000281151	ENST00000626723	3785	KCNQ2
ENSG00000281151	ENST00000629641	3785	KCNQ2
ENSG00000281151	ENST00000626962	3785	KCNQ2
ENSG00000281151	ENST00000629518	3785	KCNQ2
ENSG00000281151	ENST00000626100	3785	KCNQ2
ENSG00000281151	ENST00000629322	3785	KCNQ2
ENSG00000281151	ENST00000630648	3785	KCNQ2
ENSG00000281151	ENST00000625248	3785	KCNQ2
ENSG00000281151	ENST00000627088	3785	KCNQ2
ENSG00000281151	ENST00000629665	3785	KCNQ2
ENSG00000281151	ENST00000625847	3785	KCNQ2
ENSG00000281151	ENST00000630174	3785	KCNQ2
ENSG00000281351	ENST00000627456		SUDS3P1
ENSG00000282665	ENST00000631596	157697	ERICH1
ENSG00000282665	ENST00000632053	157697	ERICH1
ENSG00000282665	ENST00000633278	157697	ERICH1
ENSG00000277833	ENST00000610327	3802	KIR2DL1
ENSG00000277833	ENST00000620449	3802	KIR2DL1
ENSG00000262068	ENST00000571440	83896	KRTAP3-1
ENSG00000262068	ENST00000580358	83896	KRTAP3-1
ENSG00000280559	ENST00000626638		
ENSG00000280559	ENST00000626204		
ENSG00000280559	ENST00000629901		
ENSG00000263296	ENST00000575409	83897	KRTAP3-2
ENSG00000277428	ENST00000618679		Y_RNA
ENSG00000280647	ENST00000625424		
ENSG00000282352	ENST00000631400		ZNF965P
ENSG00000282037	ENST00000632927		GXYLT1P1
ENSG00000274382	ENST00000614006	5626	PROP1
ENSG00000262121	ENST00000574465	100132386	KRTAP4-9
ENSG00000282782	ENST00000632267		CYP4F34P
ENSG00000281077	ENST00000628235		LINC02557
ENSG00000282611	ENST00000632776		CNN2P12
ENSG00000282677	ENST00000632271		SNX18P26
ENSG00000276256	ENST00000612465	389831	
ENSG00000282536	ENST00000632466		LINC00328-2P
ENSG00000278573	ENST00000615362		
ENSG00000282715	ENST00000632223		ANKRD20A9P
ENSG00000263091	ENST00000572903	85294	KRTAP2-4
ENSG00000281644	ENST00000630289		
ENSG00000281644	ENST00000627437		
ENSG00000281644	ENST00000626710		
ENSG00000281644	ENST00000629011		
ENSG00000278853	ENST00000615657		RNU6-55P
ENSG00000252379	ENST00000516570		U6
ENSG00000276459	ENST00000622644	3804	KIR2DL3
ENSG00000264450	ENST00000585210		
ENSG00000277196	ENST00000621424	102724788	
ENSG00000277196	ENST00000615165	102724788	
ENSG00000278248	ENST00000620588	3802	KIR2DL1
ENSG00000263309	ENST00000574480	25984	KRT23
ENSG00000263309	ENST00000571258	25984	KRT23
ENSG00000263309	ENST00000571504	25984	KRT23
ENSG00000263309	ENST00000579696	25984	KRT23
ENSG00000263309	ENST00000574395	25984	KRT23
ENSG00000263309	ENST00000581268	25984	KRT23
ENSG00000263309	ENST00000572233	25984	KRT23
ENSG00000263309	ENST00000577464	25984	KRT23
ENSG00000263309	ENST00000582651	25984	KRT23
ENSG00000281104	ENST00000630703		
ENSG00000276582	ENST00000618180	8647	ABCB11
ENSG00000276582	ENST00000611248	8647	ABCB11
ENSG00000281870	ENST00000630587		
ENSG00000278666	ENST00000627950		
ENSG00000278666	ENST00000613037		
ENSG00000278666	ENST00000627184		
ENSG00000278666	ENST00000625833		
ENSG00000278666	ENST00000630517		
ENSG00000278666	ENST00000626482		
ENSG00000278666	ENST00000625986		
ENSG00000278666	ENST00000630390		
ENSG00000278666	ENST00000629264		
ENSG00000278666	ENST00000629579		
ENSG00000278666	ENST00000630928		
ENSG00000278666	ENST00000628369		
ENSG00000278666	ENST00000627230		
ENSG00000280892	ENST00000628127		
ENSG00000274679	ENST00000618495	84221	SPATC1L
ENSG00000274679	ENST00000621926	84221	SPATC1L
ENSG00000278373	ENST00000622133	57818	G6PC2
ENSG00000278373	ENST00000612807	57818	G6PC2
ENSG00000278373	ENST00000617403	57818	G6PC2
ENSG00000278373	ENST00000618310	57818	G6PC2
ENSG00000278373	ENST00000622908	57818	G6PC2
ENSG00000281919	ENST00000631255	51151	SLC45A2
ENSG00000281919	ENST00000626332	51151	SLC45A2
ENSG00000281919	ENST00000626082	51151	SLC45A2
ENSG00000281919	ENST00000631273	51151	SLC45A2
ENSG00000277691	ENST00000611466		
ENSG00000277691	ENST00000612276		
ENSG00000277375	ENST00000617067		KIR2DP1
ENSG00000277069	ENST00000616205	51289	RXFP3
ENSG00000275008	ENST00000617404	3804	KIR2DL3
ENSG00000281690	ENST00000625675	81792	ADAMTS12
ENSG00000281690	ENST00000627759	81792	ADAMTS12
ENSG00000281690	ENST00000630537	81792	ADAMTS12
ENSG00000281690	ENST00000630002	81792	ADAMTS12
ENSG00000263270	ENST00000570815		
ENSG00000263270	ENST00000574620		
ENSG00000263270	ENST00000572477		
ENSG00000275599	ENST00000617330	3808	KIR2DS3
ENSG00000275317	ENST00000612660	3805	KIR2DL4
ENSG00000275317	ENST00000614339	3805	KIR2DL4
ENSG00000275317	ENST00000620484	3805	KIR2DL4
ENSG00000275317	ENST00000622255	3805	KIR2DL4
ENSG00000275317	ENST00000619195	3805	KIR2DL4
ENSG00000281254	ENST00000627875		
ENSG00000281173	ENST00000627610		ABCB10P1
ENSG00000277091	ENST00000410416		U6
ENSG00000278508	ENST00000625503	100132979	GOLGA8DP
ENSG00000278508	ENST00000613600	100132979	GOLGA8DP
ENSG00000280971	ENST00000628901		
ENSG00000277909	ENST00000612084	57405	SPC25
ENSG00000277909	ENST00000611144	57405	SPC25
ENSG00000277909	ENST00000612416	57405	SPC25
ENSG00000277909	ENST00000615149	57405	SPC25
ENSG00000277909	ENST00000616584	57405	SPC25
ENSG00000280737	ENST00000627030	101928280	LINC02549
ENSG00000274283	ENST00000610716	3813	KIR3DS1
ENSG00000274283	ENST00000610591	3813	KIR3DS1
ENSG00000275671	ENST00000614719		U6
ENSG00000274402	ENST00000619702	3804	KIR2DL3
ENSG00000262679	ENST00000572413	100874530	APOBEC3B-AS1
ENSG00000278817	ENST00000613204	102724770	
ENSG00000262536	ENST00000573437		
ENSG00000262156	ENST00000624713	200315	APOBEC3A
ENSG00000262156	ENST00000623492	200315	APOBEC3A
ENSG00000262156	ENST00000572661	200315	APOBEC3A
ENSG00000262156	ENST00000570508	200315	APOBEC3A
ENSG00000262156	ENST00000624713	100913187	APOBEC3A
ENSG00000262156	ENST00000623492	100913187	APOBEC3A
ENSG00000262156	ENST00000572661	100913187	APOBEC3A
ENSG00000262156	ENST00000570508	100913187	APOBEC3A
ENSG00000279389	ENST00000623152	9710	GARRE1
ENSG00000279389	ENST00000623194	9710	GARRE1
ENSG00000279389	ENST00000625057	9710	GARRE1
ENSG00000279389	ENST00000624578	9710	GARRE1
ENSG00000279389	ENST00000623727	9710	GARRE1
ENSG00000276017	ENST00000617983		
ENSG00000282233	ENST00000631538		
ENSG00000282233	ENST00000634173		
ENSG00000282233	ENST00000631505		
ENSG00000275255	ENST00000615403		KIR3DP1
ENSG00000275255	ENST00000612649		KIR3DP1
ENSG00000282770	ENST00000632893		DLG5-AS1
ENSG00000282770	ENST00000632821		DLG5-AS1
ENSG00000280807	ENST00000631056	114791	TUBGCP5
ENSG00000280807	ENST00000625230	114791	TUBGCP5
ENSG00000280807	ENST00000630031	114791	TUBGCP5
ENSG00000280807	ENST00000625645	114791	TUBGCP5
ENSG00000280807	ENST00000625753	114791	TUBGCP5
ENSG00000273528	ENST00000618307	79166	LILRP2
ENSG00000273528	ENST00000610692	79166	LILRP2
ENSG00000282690	ENST00000633666		
ENSG00000276516	ENST00000611238		RN7SL284P
ENSG00000282753	ENST00000631713		
ENSG00000276274	ENST00000516518		RNU6-1266P
ENSG00000282649	ENST00000634135	105371907	SEPTIN9-DT
ENSG00000282649	ENST00000632813	105371907	SEPTIN9-DT
ENSG00000282649	ENST00000632028	105371907	SEPTIN9-DT
ENSG00000282302	ENST00000633557	10801	SEPTIN9
ENSG00000282302	ENST00000634088	10801	SEPTIN9
ENSG00000282302	ENST00000633211	10801	SEPTIN9
ENSG00000282302	ENST00000632729	10801	SEPTIN9
ENSG00000282302	ENST00000631417	10801	SEPTIN9
ENSG00000282302	ENST00000633175	10801	SEPTIN9
ENSG00000282302	ENST00000632430	10801	SEPTIN9
ENSG00000276357	ENST00000614753	3812	KIR3DL2
ENSG00000276357	ENST00000613029	3812	KIR3DL2
ENSG00000262453	ENST00000576811		
